epoch,train_loss,validation_loss,dice_red,dice_green,dice_blue,dice_average,iou_red,iou_green,iou_blue,iou_average,accuracy_red,accuracy_green,accuracy_blue,accuracy_average,fpr_red,fpr_green,fpr_blue,fpr_average,fnr_red,fnr_green,fnr_blue,fnr_average,precision_red,precision_green,precision_blue,precision_average,recall_red,recall_green,recall_blue,recall_average
1,12.960606573149562,1.58264325466007,0.10460862639679838,0.36161137605780985,0.12503515867822207,0.19708505962322007,0.0,0.35581749844462124,0.0,0.11860583650309649,0.9953100663512501,0.9936789563342706,0.9958459365723739,0.9949450065840536,0.0,0.0031774201293114515,0.0,0.0010591400795922016,0.47947761105067693,0.26295529828587577,0.45370802083122197,0.39871364698481204,0.0,0.4821909052222522,0.0,0.1607303080607706,0.0,0.4577769708277574,0.0,0.15259232950299534
2,2.7293590852059424,1.017316693905741,0.23197121740277135,0.4303346016068957,0.2961963071529545,0.3195007186549813,0.22088400997332672,0.3992801410938377,0.2760803554929904,0.2987481771565195,0.9980082374010513,0.9942658877194818,0.9985259784691369,0.9969333877314382,0.0006026089756789533,0.00416948601478405,0.0008946412906255712,0.0018889121546187618,0.22039891456934943,0.174314182918908,0.10663900863546044,0.16711737371202726,0.3142290715851001,0.46555559915393147,0.325928399700727,0.36857103100463523,0.25907868313700405,0.5464180836926645,0.3470690059128092,0.38418860221976664
3,1.8941537849605083,0.9114112700335681,0.24674998979959914,0.41606079086438935,0.3059169127425151,0.32290923984637904,0.22605002882765302,0.34840340345208326,0.2884299472641589,0.2876278026335275,0.9983570686916807,0.9951012824008714,0.9987342731276555,0.9973975629059236,0.0003336808488833711,0.00042233487361791863,0.0007995823100678373,0.0005185326955319424,0.23498542473387363,0.3565783958826492,0.10312303758935253,0.2315622918418984,0.3402975725371446,0.5819652845610434,0.33717620650778957,0.4198130304688838,0.24449217408450682,0.3641538697837004,0.35058497581908954,0.31974368264426045
4,1.6184421079233289,0.6834379702340811,0.26795960273315655,0.4779303411939251,0.3148770698193294,0.35358901499812284,0.2538246584694777,0.4484261510087483,0.3013230315340099,0.3345246229376366,0.9985211504929101,0.9964902547758017,0.9989499769993683,0.9979871475874488,0.0006789830753296517,0.001377987058106949,0.0005273555999242965,0.0008614419374368223,0.18190020973335452,0.20706894893699618,0.10524717871266515,0.1647387835294453,0.3295526795867664,0.5641747495131706,0.35733623090964645,0.4170212303079776,0.29757738980784343,0.5136633224006909,0.3484608358634052,0.38656719295836206
5,1.4460412729531527,0.6152500580064952,0.28246626969593674,0.49281545895249096,0.3267369583916308,0.3673395716877126,0.26193373628071887,0.45251502674907,0.3093540367128244,0.3412676108862037,0.9987207366459405,0.9968401456057135,0.9990452114325851,0.9982020543582404,0.0005891905109738626,0.0007792297149521869,0.0004215886004733047,0.0005966696265733926,0.1824066412649048,0.23017057109234937,0.10558314866094447,0.17272012703009507,0.3418251010241793,0.5866993957046253,0.36869705212650017,0.4324071936642946,0.2970709578314824,0.4905616952412164,0.3481248636076699,0.3785858499025231
6,1.299823977984488,0.5519612936768681,0.29472340454361334,0.5081997415912685,0.3288306799619945,0.3772512838911654,0.2807268013260258,0.4769900441169739,0.30933216736832664,0.35568301424161713,0.9987897041128643,0.997171153328312,0.999086134914142,0.9983490198405821,0.0007434210461154302,0.001010139474520154,0.0002972581349973525,0.0006836062373676852,0.140250539198629,0.1929213145553176,0.11515776685147143,0.1494432118957612,0.3329392837277099,0.5918449432547412,0.37921624219239647,0.4346668331035927,0.33922705888303356,0.5278109550031264,0.33855024758559554,0.4018627647588502
7,1.2024607574567199,0.533995060948655,0.29346818154427545,0.5240558866244643,0.3401605922784378,0.38589489615675227,0.2661114886625489,0.4956926574457937,0.32043647221220073,0.3607468809654464,0.9988710186374721,0.9973676987548372,0.9989970522140389,0.998411939660115,0.0002832920665187247,0.0012109618548845956,0.0007849253992960135,0.0007597264575723336,0.19564694310746975,0.16390485216432543,0.06005524770954429,0.13986901799911883,0.3691559992174604,0.585626297477466,0.34654886887144687,0.4337770694227361,0.28383065648932954,0.556827413946835,0.3936527642741132,0.4114369580994791
8,1.1541086395736784,0.6474010378587991,0.2797917901580013,0.5165303222723862,0.3365704655202467,0.3776308707336881,0.24993923451028652,0.47807920268222465,0.31776042193619175,0.3485929661277515,0.9987284305380352,0.9963110316155562,0.9991263609323928,0.9980552925992368,0.00018166782395912458,0.003116428421170854,0.00046567538029465604,0.0012545905848304782,0.21795931625277248,0.0948609021395,0.0930577607185983,0.13529266428146788,0.36518017814230563,0.5129149876423736,0.3691967992640253,0.4157639982095405,0.2615182807863648,0.6258713685309709,0.3606502543856849,0.41601331331836644
9,1.0852027197834104,0.4813453864771873,0.3069719201815662,0.535456288216719,0.34501180175080226,0.3958133441298755,0.2860335268413843,0.49952555992710057,0.3291435212786518,0.3715675477661304,0.999058189231958,0.9973887173987147,0.9992188286425462,0.9985552692591254,0.000317433705249777,0.0008467074766852407,0.00034867741292213966,0.000504272884155846,0.1694000361681874,0.17483824141212365,0.08741304539700052,0.14388377808812838,0.36564853453814095,0.6133999026088572,0.3804714793144767,0.4531733175711845,0.3100775625945917,0.545894025866665,0.3662949690400665,0.4074221953972062
10,1.022935125278309,0.46247629984281957,0.31073483213115094,0.5463859554546983,0.34450097849119954,0.40054059873765974,0.2881338620808587,0.5142297297716141,0.3220072258541833,0.3747902803901416,0.9990423628643378,0.997632357611585,0.9992101107960316,0.9986283009621635,0.0003573481509776494,0.001268571714432771,0.00026149879758760554,0.0006291395704411387,0.16303897635149422,0.140267279610705,0.10650727077762583,0.13660451291657205,0.36341876191879385,0.5866383209602156,0.38762341506445586,0.44589350984167697,0.31643862232788283,0.5804649911709686,0.347200745633289,0.4147014662401
