epoch,lr,train_loss,validation_loss,dice_red,dice_green,dice_blue,dice_average,iou_red,iou_green,iou_blue,iou_average,accuracy_red,accuracy_green,accuracy_blue,accuracy_average,fpr_red,fpr_green,fpr_blue,fpr_average,fnr_red,fnr_green,fnr_blue,fnr_average,precision_red,precision_green,precision_blue,precision_average,recall_red,recall_green,recall_blue,recall_average,dice_red_e,dice_green_e,dice_blue_e,dice_average_e,iou_red_e,iou_green_e,iou_blue_e,iou_average_e,accuracy_red_e,accuracy_green_e,accuracy_blue_e,accuracy_average_e,fpr_red_e,fpr_green_e,fpr_blue_e,fpr_average_e,fnr_red_e,fnr_green_e,fnr_blue_e,fnr_average_e,precision_red_e,precision_green_e,precision_blue_e,precision_average_e,recall_red_e,recall_green_e,recall_blue_e,recall_average_e
11,0.0006973568802,2.643006614409387,0.29354319302365184,0.8950114261358977,0.9023604941368103,0.9063023560494184,0.9012247587740412,0.8114091550558805,0.8223975244164466,0.8291084808856248,0.8209717201193172,0.9990919583290815,0.9976770884543658,0.9992241275310516,0.9986643914381665,0.0003480959180251375,0.0010195125226891831,0.00035961833376859433,0.0005757422581609717,0.12651766300201417,0.10836212266236543,0.09862722313962877,0.11116900293466937,0.9189916828274727,0.9140800189971924,0.9124514289200306,0.9151743769148979,0.8734823367744684,0.8916378775984048,0.9013727770745754,0.8888309971491501,0.8947062452187698,0.8952124145593536,0.9091783688309487,0.8996990095363573,0.8108910978510139,0.8108047802796524,0.8338470659898908,0.8185143147068525,0.9991425249014008,0.9976326541954212,0.9992608314149836,0.998678670170602,0.00029332478315859844,0.0007772516191732976,0.000392699580158243,0.00048775866083004637,0.1359258864200517,0.1364322750086195,0.08619217570410685,0.11951677904425936,0.9289786795551858,0.9295857387982057,0.9050239465209875,0.9211961216247927,0.864074115003093,0.863567725326238,0.9138078267654676,0.8804832223649328
12,0.0006276211921800001,2.537311383173801,0.28387222974561155,0.8995765053480863,0.9059806191176176,0.9096761151403189,0.9050777465353395,0.8185914086550474,0.8284340453147888,0.8347642463445664,0.827263233438135,0.9991224248707294,0.9977696841210126,0.9992512853443623,0.9987144647787022,0.00034266159369963136,0.000984568448693608,0.00034920253050586326,0.0005588108576330335,0.11947660786099731,0.10387353911995888,0.09444246290251612,0.10593086996115744,0.9206579194962978,0.9167271795123816,0.9147703850269318,0.9173851613452029,0.8805233921855689,0.8961264605075121,0.9055575371533632,0.8940691299488147,0.8970223758997542,0.9026036476821042,0.9117523117011852,0.9037927784276809,0.8144871338029925,0.8229005952899375,0.8381852862540256,0.825191005115652,0.999155934607045,0.9977057911037059,0.9992724978521969,0.9987114078543157,0.00027457186657107394,0.0012280658977053892,0.00043649561268282696,0.0006463777923197635,0.13516127678115716,0.09217609548836611,0.0723992298995511,0.0999122007230248,0.9327072394028139,0.89760645252935,0.8967637091540219,0.9090258003620619,0.8648387233862717,0.9078239068556367,0.9276007701841633,0.900087800142024
13,0.0005648590729620001,2.4382270864443853,0.2873926942702383,0.9033678989112377,0.9098062482476235,0.9123731063306332,0.9085157511631651,0.8248410645872355,0.8348062212765217,0.8392664747685195,0.8329712535440917,0.9991601372510195,0.9978550650924444,0.9992742142081261,0.9987631388505289,0.00033267180829852803,0.0009543003472936107,0.00033796248267208283,0.000541644879421407,0.11450807376299053,0.09918929833453148,0.09194997095502913,0.10188244768418375,0.9229158591479063,0.9195508194714784,0.9176005009561777,0.9200223931918537,0.8854919269680976,0.90081070125103,0.9080500297248364,0.8981175526479874,0.9038286376535223,0.899445658989167,0.9132011432326241,0.9054918132917709,0.8256981982274002,0.8176309272144617,0.8406356204761548,0.827988248639339,0.9992039893450362,0.9975500468457683,0.9993081407600575,0.9986873923169539,0.00032067740131025673,0.0017049074738045757,0.0002807205676341827,0.0007687684809163383,0.11470142161745704,0.06547067958987161,0.10133320570326923,0.09383510230353263,0.923854471592421,0.8671018963449457,0.9284893140364229,0.9064818939912631,0.8852985809358318,0.9345293219169873,0.8986667950501602,0.9061648993009935
14,0.0005083731656658001,2.3520375851076096,0.265951786423102,0.9073750893672805,0.9115894779190421,0.91527397544572,0.9107003588353596,0.8314348792701549,0.83859832839109,0.8441470275086366,0.8373860738519571,0.9991922966380591,0.9979241417348385,0.9992941955899416,0.9988038521756718,0.0003215042249185866,0.0009276232647425786,0.00032863998456876455,0.00052572395856411,0.10950484682102973,0.09696018507238477,0.08888058238738544,0.09916834665229535,0.9256925519476545,0.9209418971743435,0.9202294493646586,0.9216168711986392,0.8904951534074299,0.9030398152302951,0.9111194179413167,0.9008316536527139,0.9023602484317308,0.908916839722837,0.9147040890843681,0.9086603924129788,0.8232591600900285,0.8334258928727568,0.8431819958633251,0.8332890162753701,0.9991928225152948,0.9978946253155054,0.9992963263158048,0.9987945913822016,0.00030248517300044135,0.0009027758843443367,0.000428774895563753,0.0005446786509695103,0.12093466331952074,0.10347045229726963,0.06869406793057249,0.09769972784912093,0.9279115327288595,0.9218398935339424,0.8989862451392613,0.9162458904673543,0.8790653368060508,0.896529545275013,0.9313059308555689,0.9023002709788774
15,0.0004575358490992201,2.280899990699254,0.26261338079348207,0.9089671635068953,0.915913373157382,0.9173579598963261,0.9140794988535332,0.834730584193021,0.8450940015912056,0.8476737706363201,0.8424994521401831,0.9992111671715975,0.997994184717536,0.999310901761055,0.998838751216729,0.0003158667740353849,0.0008997257248483947,0.00032241647659247974,0.0005126696584920868,0.10725536358077079,0.09213442704174668,0.08656089457683265,0.09531689506645005,0.9271603118628263,0.9244968961924315,0.9220145227015019,0.9245572435855882,0.8927446354180575,0.9078655742853879,0.9134391057491302,0.9046831051508584,0.9038817634743251,0.9102396456043372,0.9174689362558086,0.9105301151114903,0.8257746301340253,0.8356462917970807,0.8478445102659504,0.8364218107323518,0.9992088635316055,0.9979106120848924,0.9993263891573703,0.9988152882579558,0.0002846268987187624,0.0009849331252737327,0.0003607033063877332,0.0005434211101267428,0.12118517737207787,0.09532336267025283,0.07767912938018863,0.09806255647417311,0.9314276281367527,0.9160560891869363,0.9130154412783934,0.9201663862006939,0.8788148231720656,0.9046766369530325,0.9223208715406697,0.9019374438885889
16,0.0004117822641892981,2.227854695636779,0.2607209556736052,0.9117787697166204,0.9177242911607028,0.9190706886351109,0.9161912498374787,0.8388319125771523,0.8481927984207869,0.8505981166660785,0.8458742758880067,0.999230378344655,0.9980349853634835,0.9993256326764822,0.9988636654615389,0.0003105843920502593,0.000885117045181687,0.0003155839758073853,0.0005037618043464439,0.10342640846967698,0.08985332945827394,0.08470908181276172,0.0926629399135709,0.9281466288119554,0.92587556168437,0.9234567284584045,0.9258263063182431,0.8965735916793346,0.9101466710120439,0.9152909176796675,0.907337060123681,0.9085881214463309,0.9095926217818529,0.9191443129871668,0.9124416854051169,0.8334637853536713,0.834524277220951,0.8507241640198097,0.8395707421981438,0.9992458070262095,0.9978427953934401,0.9993454753682854,0.9988113592626451,0.00027963838208430145,0.0013119433417895369,0.00032396560733983544,0.0006385157770712247,0.11411156827646694,0.07357263577620635,0.08221952725997132,0.0899679104375482,0.933236844084236,0.893502950668335,0.9208110684759161,0.9158502877428291,0.8858884331885348,0.9264273656887955,0.9177804743306021,0.9100320910693109
17,0.00037060403777036834,2.155516191269271,0.24821672576945275,0.9140415996313095,0.9204710482060909,0.9210786743462086,0.9185304407278698,0.8431670125201345,0.852865020558238,0.8540352702140808,0.8500224344308189,0.9992590595781803,0.9980994912981987,0.9993445971608161,0.9989010493457313,0.00029948515752039386,0.0008615067649225239,0.0003071485749933345,0.0004893801658120841,0.10054623217089102,0.08660975109087303,0.08305765592958778,0.0900712130637839,0.9298119709081948,0.9280373994261026,0.9257372634857893,0.9278622112733603,0.8994537676125764,0.9133902481943369,0.9169423428177833,0.9099287862082326,0.9099415527300888,0.9149193569515528,0.9186636946174536,0.9145082014330319,0.8358082804787025,0.8435062752680832,0.8499387060658316,0.8430844206042055,0.999257011359997,0.9980219120389959,0.9993528650048074,0.9988772628012667,0.0002878594032869402,0.0009025201362327494,0.00025219502914409163,0.0004808581895545937,0.10963592343450931,0.09257698686939947,0.09799703495221192,0.10006998175204027,0.9309708877895655,0.9226624664295925,0.9362877667619941,0.9299737069937178,0.8903640769840626,0.9074230140514588,0.90200296546636,0.8999300188339607
18,0.0003335436339933315,2.1083456237101927,0.24382310220971704,0.9163994935899973,0.9221428516507149,0.9225230360776187,0.9203551271061096,0.8466283443570137,0.855725990086794,0.8564691961556673,0.8529411768664911,0.9992743518948555,0.9981438855826855,0.9993544175475836,0.9989242183417086,0.0002950022450295364,0.0008406914059378324,0.00030272262308244535,0.0004794720913499375,0.09785411688033491,0.08487673934549093,0.08139842179138214,0.08804309267240257,0.931636318936944,0.9295893348008394,0.9269874183088541,0.9294043573488797,0.9021458826214075,0.9151232600212097,0.9186015790700912,0.9119569072375694,0.9124591089366527,0.9162056539835555,0.9218936207589139,0.9168527945597075,0.8400214769867029,0.8456921791762448,0.8554373658105229,0.8470503406578234,0.9992743455961849,0.9980563755785481,0.9993675230594163,0.9988994147447166,0.0002856558349684634,0.0008612545906942798,0.0003147222267809125,0.00048721088414788513,0.10531291440966424,0.09314345359132531,0.0791710198678997,0.09254246262296308,0.931574394863643,0.9258664270465293,0.9231957706172814,0.9268788641758179,0.8946870853391926,0.9068565455715308,0.920828982015674,0.9074575376421322
19,0.0003001892705939984,2.0696592417079955,0.24376211722847074,0.9187533196806907,0.9237353692948819,0.9239770133048296,0.9221552340934674,0.8505619808286429,0.8584840723127126,0.8590047225356102,0.8560169252256563,0.9992873395979405,0.9981805454194546,0.9993635757267475,0.9989438202480482,0.00029091892592077786,0.0008270345252822153,0.0002980462858522515,0.00047199991235174815,0.0950374256586656,0.08298379270825534,0.07970005286158993,0.08590709040950363,0.9334516291320324,0.9308083853125573,0.928098778501153,0.9307862643152474,0.9049625741690397,0.9170162069052458,0.9202999468147754,0.9140929092963538,0.9117004302110565,0.916440468825651,0.9218980904375569,0.9166796631580879,0.838767823878299,0.8460891688807627,0.8554189814610428,0.8467586580733685,0.9992742337537616,0.99805278992385,0.9993583814481671,0.9988951350419261,0.0002653087350164456,0.000921071965503768,0.0003774113297623352,0.0005212640100941828,0.11106161526247357,0.08847065236461296,0.06605658060714101,0.08852961607807583,0.9363829948928919,0.9215218960569146,0.9103850601764207,0.9227633170420755,0.888938386788529,0.9115293488073885,0.9339434203137172,0.911470385303211
20,0.0002701703435345986,2.028667898615822,0.23963375412859023,0.9190812114998699,0.9250711100548505,0.9242500650137663,0.922800795522829,0.851684645274654,0.8607911474257708,0.8595240707695484,0.8573332878233244,0.9993044169992209,0.9982122660428285,0.9993725081533193,0.998963063731791,0.0002841558743330097,0.000813844759031781,0.000296304359617352,0.00046476833099404755,0.09386544235982001,0.0813828394562006,0.07935636721318588,0.08486821634306888,0.9330649276822806,0.9319262848049402,0.9284193874150515,0.9311368666340912,0.906134556978941,0.9186171614378691,0.9206436322629452,0.9151317835599186,0.9144081359498957,0.9178741996207934,0.9209655322385638,0.9177492892697514,0.8432186982604895,0.8485248624608758,0.853864269310169,0.8485359433438446,0.9992844763766514,0.9981007375074237,0.9993743970153037,0.998919870299793,0.0003041329892879362,0.0008058515874396884,0.00021938887548049536,0.00044312448406937343,0.09818322797504704,0.09417997237839056,0.1006130272250497,0.09765874252616245,0.9276869216661775,0.9303679801105114,0.9439097656292862,0.9339882224686583,0.901816774620099,0.9058200288354681,0.899386971854092,0.9023412584365532
21,0.00024315330918113872,1.9899444582406431,0.23492673633154482,0.9220786973834038,0.9265210039168597,0.9258128340542316,0.9248041784514982,0.8561322563886642,0.8632684284448624,0.8621775636076927,0.8605260828137401,0.9993181429803372,0.998246336504817,0.9993839778751135,0.9989828191200898,0.0002801054558949545,0.0008012865547425463,0.0002898451559485693,0.00045707905552869,0.09070490764454008,0.0795441778190434,0.07766964661888778,0.0826395773608237,0.9356321624666453,0.9329364936798811,0.9297020708024502,0.9327569089829921,0.9092950923740863,0.9204558219015598,0.9223303527384996,0.917360422338048,0.9152823753571242,0.9196731742848171,0.9241906330826577,0.9197153942415329,0.8446963014227621,0.8515918415583922,0.8593919170036745,0.8518933533282762,0.9992935999055926,0.9981219138991967,0.9993870224845544,0.9989341787631146,0.00029261788439000384,0.0009250331681818189,0.0002966731499123199,0.0005047747341613808,0.09963220408123531,0.08235657449518696,0.07857828909594021,0.08685568922412083,0.9311993389986875,0.9218049799458364,0.9271758466624143,0.9267267218689793,0.900367796421051,0.9176434271791009,0.9214217147130644,0.9131443127710718
22,0.00021883797826302486,1.9507698637899011,0.2341560162603855,0.9232021411508322,0.9282534332573413,0.9268972377479077,0.9261176040520255,0.8581675681471824,0.8662824592739343,0.8641013040393591,0.8628504438201587,0.9993306781351566,0.9982834369689226,0.9993939699232578,0.9990026950091123,0.000275395356336503,0.0007843093364135711,0.00028564496616354516,0.00044844988630454,0.08952359994407744,0.07771308618597686,0.07668629742227495,0.08130766118410972,0.93669507779181,0.9345137979835272,0.9309219394624233,0.9340436050792538,0.9104764009267092,0.922286913767457,0.9233137025684118,0.9186923390875263,0.9164127365926679,0.920410241303819,0.9250716520159432,0.9206315433041437,0.8466123730948801,0.8528540522864695,0.860908073655675,0.8534581663456747,0.9993050821711508,0.9981236926625284,0.9993955660402105,0.9989414469579629,0.00028445834077808356,0.0010288446171083645,0.0002847591366323255,0.000532687364839591,0.0985823418484645,0.07354647595058666,0.07965924406654379,0.08392935395519827,0.9324214820111736,0.9145277410410764,0.9300442378172714,0.9256644869565073,0.9014176572306772,0.9264535254307007,0.920340755682313,0.916070646114564
23,0.00019695418043672237,1.9287662267452106,0.2320107261184603,0.9245135729759931,0.9288977962732315,0.9277548602223397,0.9270554098238547,0.8603591350466013,0.8674075180292129,0.8655735792964697,0.8644467441240947,0.9993379100412131,0.9983020712435245,0.9994005079567433,0.9990134964138276,0.0002728612528881058,0.0007777598904067418,0.00028349263873678866,0.00044470459401054553,0.08779810953885317,0.07703537361696362,0.07560627346625552,0.08014658554069086,0.9374945527315139,0.935100268125534,0.9314220455288887,0.934672288795313,0.9122018898278474,0.9229646257311106,0.9243937259912491,0.9198534138500705,0.9172225822223706,0.9199620445122879,0.9245634728603149,0.9205826998649911,0.8479676789112305,0.8520861368500785,0.8600514993238985,0.853368438361736,0.9993043508422509,0.9981547085086951,0.9993962270490239,0.9989517621333233,0.00031795106083285483,0.0007447586512569799,0.00025117782308697813,0.0004379625117256043,0.09106721356511116,0.09476718139112665,0.08772616134433264,0.09118685210019015,0.9260608466823449,0.9352849078982064,0.9374069584889358,0.9329175710231622,0.9089327856396021,0.9052328145905827,0.9122738356000921,0.9088131452767588
24,0.00017725876239305013,1.8962365674087778,0.2318663033656776,0.924791013866097,0.9292831657081843,0.9285485480395664,0.9272121535834813,0.8617526260763406,0.86861104991287,0.8669270131555159,0.8654361272417006,0.999350785985589,0.9983314979076385,0.999406555492678,0.9990298194065693,0.00026855328875626585,0.0007662370676098363,0.00028025446495457085,0.000438259233004222,0.08574615788878873,0.0762397219100967,0.07462158454150819,0.07897286635435502,0.9372198424488306,0.9350819016993046,0.9319991793143138,0.9344267184163132,0.9130038428306579,0.9237602780386805,0.9253784151041463,0.9204021337193748,0.9165431107028147,0.921770465507936,0.9247454625836918,0.9210196795981478,0.8468193458707145,0.8551711024862997,0.8603369607014603,0.8541091363528247,0.9993108222993572,0.9981709819161491,0.9993801746475562,0.9989539929543543,0.0002466045316600429,0.0008981686453021058,0.00037322051331317154,0.0005059978967584401,0.10589441761709331,0.08053815201594589,0.061585672555512255,0.08267274739618383,0.9406275052702828,0.9241637955890613,0.9116963442791713,0.9254958817128384,0.8941055817550487,0.9194618483607688,0.9384143272142732,0.9173272524433632
