epoch,lr,train_loss,validation_loss,accuracy,accuracy_e
1,0.0001,1.231710800937578,1.1319277113762454,0.4206932773109244,0.5064836003051106
2,0.0001,1.195615840559246,1.0996826049665018,0.4226190476190476,0.4836003051106026
3,0.0001,1.3291402377334296,1.4154630743938943,0.37254901960784315,0.34782608695652173
4,0.0001,0.9560579579083526,0.8979635464153973,0.5836834733893558,0.6414950419527079
5,0.0001,0.8705483374475431,0.7871796341000578,0.6313025210084033,0.6857360793287567
6,0.0001,0.8857128887283368,0.8338504897829779,0.6237745098039216,0.658276125095347
7,0.0001,0.8764049903351385,0.7545722165606024,0.6178221288515406,0.6727688787185355
8,0.0001,0.8064675798603133,0.6053267838298411,0.6570378151260504,0.7704042715484363
9,0.0001,0.7317629197732407,0.6495058101883924,0.6882002801120448,0.7490465293668955
10,0.0001,0.7185380887918446,0.582709527033872,0.7006302521008403,0.7757437070938215
11,5e-05,0.6833027985249581,0.5471333077079371,0.7160364145658263,0.7742181540808543
12,5e-05,0.6604631281032616,0.517036049171407,0.7235644257703081,0.8054919908466819
13,5e-05,0.6743565417137467,0.5046181133191701,0.71656162464986,0.7940503432494279
14,5e-05,0.6320299066248394,0.5270440180187095,0.7424719887955182,0.7917620137299771
15,5e-05,0.6405137386642584,0.47232188931137076,0.7333683473389355,0.8154080854309688
16,5e-05,0.6101576069823834,0.5007651853343169,0.7510504201680672,0.7993897787948131
17,5e-05,0.5922073605013829,0.46358056317568735,0.7633053221288515,0.8115942028985508
18,5e-05,0.6153599481288793,0.48284010701648705,0.7443977591036415,0.8184591914569032
19,5e-05,0.5962181310025918,0.4743052635549317,0.7526260504201681,0.8222730739893211
20,5e-05,0.5858310766580725,0.4398163506131787,0.7561274509803921,0.8367658276125095
21,2.5e-05,0.5590476213383073,0.4099956036159594,0.7676820728291317,0.8451563691838292
22,2.5e-05,0.593391527982653,0.5334548404842365,0.7557773109243697,0.8115942028985508
23,2.5e-05,0.5446047943179347,0.4351459968462871,0.7795868347338936,0.8337147215865751
24,2.5e-05,0.5375266382340289,0.424145151557675,0.7811624649859944,0.8413424866514111
25,2.5e-05,0.5746938931841811,0.39287532585254614,0.7624299719887955,0.8497330282227308
26,2.5e-05,0.5428984792960458,0.425676201064563,0.7795868347338936,0.8382913806254767
27,2.5e-05,0.5343337978969435,0.39431317388147546,0.7869397759103641,0.8497330282227308
28,2.5e-05,0.5293733580690139,0.39356847467720735,0.7764355742296919,0.851258581235698
29,2.5e-05,0.5216386835782134,0.42036355623846106,0.7827380952380952,0.8405797101449275
30,2.5e-05,0.5226510531094228,0.3798983755864595,0.7853641456582633,0.8520213577421816
31,1.25e-05,0.4979590835357581,0.377503752526575,0.7855392156862745,0.858886346300534
32,1.25e-05,0.5067276103155953,0.35972316850695696,0.7860644257703081,0.8672768878718535
33,1.25e-05,0.4990927403797956,0.3849465962951189,0.790266106442577,0.8573607932875668
34,1.25e-05,0.49406872693897963,0.3420047600427536,0.7925420168067226,0.8756674294431731
35,1.25e-05,0.4918365196353581,0.3601025919437772,0.7944677871148459,0.8657513348588863
36,1.25e-05,0.4946933440467557,0.3662300341280247,0.7939425770308123,0.8672768878718535
37,1.25e-05,0.49776077704603267,0.3522234360376994,0.792016806722689,0.8718535469107551
38,1.25e-05,0.48785819075688597,0.36804595432783427,0.8025210084033614,0.8535469107551488
39,1.25e-05,0.5043574266073083,0.3390783034691276,0.7916666666666666,0.8703279938977879
40,1.25e-05,0.47914109168266383,0.3440941843160866,0.7988445378151261,0.8695652173913043
41,6.25e-06,0.4707585313573939,0.3525598523364005,0.7993697478991597,0.8710907704042715
42,6.25e-06,0.47609538207201063,0.35174414204059895,0.7955182072829131,0.8672768878718535
43,6.25e-06,0.48390702606917096,0.36654261175136726,0.7998949579831933,0.8688024408848207
44,6.25e-06,0.48237632920428153,0.3221375726044042,0.8035714285714286,0.8802440884820748
45,6.25e-06,0.49538515028165503,0.34873742110669204,0.7927170868347339,0.8680396643783371
46,6.25e-06,0.4803785156636011,0.3370686127974003,0.7970938375350141,0.8733790999237223
47,6.25e-06,0.45213516503155066,0.34878399863577725,0.8105742296918768,0.8703279938977879
48,6.25e-06,0.47015939189606354,0.35848197152285427,0.8060224089635855,0.8703279938977879
49,6.25e-06,0.4742879558678101,0.3371266772690663,0.8028711484593838,0.8771929824561403
50,6.25e-06,0.4656378099230491,0.34037748145111457,0.8032212885154062,0.8726163234172387
