epoch,train_loss,validation_loss,dice_red,dice_green,dice_blue,dice_average,iou_red,iou_green,iou_blue,iou_average,accuracy_red,accuracy_green,accuracy_blue,accuracy_average,fpr_red,fpr_green,fpr_blue,fpr_average,fnr_red,fnr_green,fnr_blue,fnr_average,precision_red,precision_green,precision_blue,precision_average,recall_red,recall_green,recall_blue,recall_average
1,18.24259367212653,2.421617911197245,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
2,4.991118158213794,1.918507032096386,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
3,4.200016617774963,1.711490910500288,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
4,3.658663449343294,1.4523526495322585,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
5,3.232898742426187,1.3354447116144001,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
6,2.9362371820025146,1.176424062345177,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
7,2.700291608925909,1.095952526666224,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
8,2.518984839785844,1.0050647635944188,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
9,2.2468906580470502,0.9064271347597241,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
10,2.056768839713186,0.8318802723661065,0.08410072462883458,0.20837600017661478,0.0777961665681049,0.12342430022892667,0.0,0.002085415465077872,0.0,0.000695138506359141,0.9954110615289034,0.9879677331269677,0.995860629117311,0.9930798264581766,0.0,4.38307525933824e-05,0.0,1.4610251266748179e-05,0.4517257347035764,0.7070859919733076,0.44142568133660215,0.5334124852027466,0.0,0.08093821992680653,0.0,0.02697940769869445,0.0,0.002180169608423125,0.0,0.000726723223558667
